1,-1,0.5552,1
-1,0.27967,0.98741,1
-0.22349,0.79153,0.035912,2
-0.66074,0.21829,0.95247,1
-0.2858,0.76698,0.042797,2
-0.35921,0.18032,0.91631,1
-0.35024,0.7518,0.022637,2
-0.51619,0.46375,0.92985,1
-0.32612,0.86517,0.013707,2
-0.50034,0.65552,0.011392,2
-0.78841,0.54976,0.94872,1
-0.29247,0.89957,0.028021,2
-0.65318,0.33209,0.94706,1
-0.29544,0.8125,0.038378,2
-0.76947,0.14537,0.96941,1
-0.25559,0.73782,0.0099576,2
-0.80701,0.56544,0.9492,1
-0.29163,0.90584,0.060735,2
-0.76067,-0.096088,0.9812,1
-0.23455,0.64123,0.030554,2
-0.73347,0.26269,0.95892,1
-0.2743,0.78474,0.020948,2
-0.45458,0.5079,0.92383,1
-0.33683,0.88283,0.0036137,2
-0.86357,0.6599,0.94703,1
-0.29549,0.94363,0.025808,2
-0.52481,0.40691,0.9319,1
-0.32247,0.84243,0.063212,2
-0.62813,-0.083341,0.9595,1
-0.27325,0.64633,0.039908,2
-0.47902,0.20894,0.93084,1
-0.32435,0.76324,0.022008,2
-0.56635,0.4609,0.93433,1
-0.31813,0.86403,0.046424,2
-0.63506,0.095756,0.95395,1
-0.28316,0.71797,0.040714,2
-0.74919,0.12532,0.96785,1
-0.25837,0.72979,0.029644,2
-0.88065,0.20069,0.9798,1
-0.23707,0.75994,0.016008,2
-0.84115,0.42594,0.96063,1
-0.27124,0.85004,0.038774,2
-0.80037,0.12712,0.97444,1
-0.24662,0.73052,0.0026391,2
-0.83206,0.72144,0.94124,1
-0.30581,0.96824,0.061648,2
-0.72283,-0.093036,0.97501,1
-0.24561,0.64245,0.028764,2
-0.68576,0.30833,0.95151,1
-0.28751,0.803,0.038283,2
-0.41986,0.23688,0.9234,1
-0.3376,0.77442,0.052175,2
-0.43468,0.064565,0.92703,1
-0.33114,0.70549,0.020935,2
-0.60025,0.46852,0.93707,1
-0.31325,0.86708,0.029762,2
-0.5256,0.34378,0.93341,1
-0.31977,0.81718,0.018618,2
-0.57833,0.52035,0.93361,1
-0.3194,0.88781,0.010849,2
-0.87551,0.4925,0.95922,1
-0.27377,0.87667,0.033118,2
-0.71575,0.23512,0.95823,1
-0.27553,0.77372,0.026887,2
-0.38566,0.40881,0.91861,1
-0.34614,0.84319,0.054097,2
-0.85067,-0.063359,0.9934,1
-0.2128,0.65432,0.023574,2
-0.67953,0.39088,0.94729,1
-0.29503,0.83602,0.011447,2
-0.79239,0.54566,0.94926,1
-0.29151,0.89793,0.023352,2
-0.60343,0.42493,0.93878,1
-0.31019,0.84964,0.017307,2
-0.45138,0.58303,0.013153,2
-0.67786,0.58653,0.93876,1
-0.31023,0.91428,0.014138,2
-0.50407,0.64366,0.03337,2
-0.38461,0.30789,0.91895,1
-0.34555,0.80282,0.028042,2
-0.49609,0.37672,0.92973,1
-0.32633,0.83036,0.014067,2
-0.58435,0.61478,0.93121,1
-0.32368,0.92558,0.063682,2
-0.41597,-0.057848,0.92543,1
-0.33399,0.65653,0.031073,2
-0.74722,0.24945,0.96116,1
-0.2703,0.77945,0.048309,2
-0.47473,0.10531,0.93199,1
-0.32229,0.72179,0.029204,2
-0.42417,0.36853,0.92266,1
-0.33892,0.82708,0.053687,2
-0.88803,-0.075352,1,1
-0.20101,0.64953,0.040332,2
-0.69609,0.14977,0.95978,1
-0.27276,0.73957,0.020522,2
-0.60028,0.47603,0.93682,1
-0.31369,0.87008,0.0024472,2
-0.87501,0.67746,0.94653,1
-0.29638,0.95065,0.047057,2
-0.81721,0.02486,0.98285,1
-0.23161,0.68961,0.05811,2
-0.47397,-0.004394,0.93365,1
-0.31934,0.67791,0.011207,2
-0.70019,0.61647,0.93898,1
-0.30983,0.92626,0.063229,2
-0.58828,-0.075026,0.9529,1
-0.28502,0.64966,0.033762,2
-0.52123,0.2857,0.93425,1
-0.31827,0.79395,0.047964,2
-0.40203,0.11558,0.9221,1
-0.33992,0.7259,0.030722,2
-0.54784,0.32414,0.93622,1
-0.31476,0.80933,0.022773,2
-0.47298,0.47055,0.92594,1
-0.33308,0.86789,0.011083,2
-0.87146,0.49139,0.95896,1
-0.27423,0.87622,0.036163,2
-0.39959,0.26729,0.92083,1
-0.34219,0.78658,0.010278,2
-0.59871,0.70369,0.047325,2
-0.61174,0.091372,0.95093,1
-0.28853,0.71622,0.024284,2
-0.78017,0.33063,0.96039,1
-0.27167,0.81192,0.062822,2
-0.52227,-0.05962,0.9421,1
-0.30428,0.65582,0.058466,2
-0.59266,-0.027031,0.95208,1
-0.28649,0.66885,0.031715,2
-0.39136,0.33216,0.91955,1
-0.34447,0.81253,0.040325,2
-0.6542,0.16376,0.95385,1
-0.28334,0.74517,0.033022,2
-0.57348,0.28417,0.9401,1
-0.30784,0.79334,0.024457,2
-0.39125,0.45015,0.91893,1
-0.34558,0.85973,0.038682,2
-0.60806,0.1982,0.94684,1
-0.29583,0.75895,0.060689,2
-0.44051,-0.028542,0.92893,1
-0.32775,0.66825,0.021045,2
-0.63164,0.45423,0.94032,1
-0.30745,0.86136,0.0052732,2
-0.75357,0.7281,0.9367,1
-0.31391,0.97091,0.04892,2
-0.73423,0.036359,0.97034,1
-0.25392,0.69421,0.0096616,2
-0.58097,0.73166,0.055422,2
-0.59366,0.0050563,0.95121,1
-0.28804,0.68169,0.032095,2
-0.41523,0.32494,0.92213,1
-0.33988,0.80964,0.021455,2
-0.71977,0.40665,0.95042,1
-0.28944,0.84233,0.010431,2
-0.81667,0.54788,0.95098,1
-0.28846,0.89882,0.030893,2
-0.64043,0.29438,0.94715,1
-0.29527,0.79742,0.019976,2
-0.48381,0.52127,0.926,1
-0.33297,0.88818,0.051427,2
-0.43753,0.07285,0.92733,1
-0.3306,0.70881,0.010051,2
-0.70951,0.63747,0.93863,1
-0.31047,0.93465,0.058401,2
-0.6784,-0.04728,0.96595,1
-0.26176,0.66076,0.039375,2
-0.83741,0.10297,0.98079,1
