0.60027,0.044688,0.3704,1
0.29546,-0.5396,0.34201,1
0.61498,0.031196,0.37859,1
0.9565,-0.049787,0.26527,1
0.66344,0.21329,0.40853,1
0.66541,-0.80082,0.11304,1
0.60342,0.62894,0.55676,1
-0.021708,0.29905,0.57955,1
-0.10683,-0.31238,0.4519,1
0.62435,0.56353,0.56452,1
0.30136,-0.86068,0.25066,1
-0.016187,-0.031996,0.49402,1
-0.31862,0.91658,0.7771,1
0.28917,-0.77104,0.19938,1
-0.66632,0.72289,0.89584,1
0.3083,0.18015,0.44409,1
0.73286,-0.10017,0.31219,1
-0.69635,-0.35648,0.56269,1
0.53053,-0.408,0.25492,1
0.50053,0.4687,0.56323,1
-0.9856,-1,0.52688,1
0.34981,-0.13932,0.3362,1
-0.37763,0.25271,0.62903,1
-0.48639,0.79348,0.8588,1
0.8748,0.40854,0.41444,1
0.85616,0.3851,0.42102,1
-0.75487,-0.39568,0.54754,1
-0.90363,0.57486,0.85989,1
-0.94117,0.077552,0.74134,1
-0.26348,-0.59718,0.3943,1
-0.60439,-0.29272,0.50618,2
-0.066054,-0.72236,0.69433,2
0.80696,0.62316,0.44173,2
-0.55544,0.76139,0.18621,2
0.47385,-0.16112,0.62178,2
0.30538,-0.76155,0.70109,2
0.619,0.4429,0.4841,2
0.50805,0.46989,0.51655,2
-0.78827,-0.51461,0.52973,2
-0.63172,-0.35538,0.41664,2
0.24181,-0.59296,0.71301,2
0.57846,0.39235,0.52579,2
-0.18983,0.93154,0.17193,2
0.13873,0.85848,0.34436,2
0.74659,0.78628,0.47205,2
-0.80105,0.0017193,0.39641,2
0.74607,-0.70323,0.84068,2
-0.5207,0.38827,0.30821,2
-0.0028424,-0.62562,0.7093,2
-0.17677,0.69907,0.33797,2
-0.87416,-0.6355,0.55652,2
0.91766,-0.96751,0.9684,2
0.77929,-0.78564,0.8159,2
0.472,-0.63273,0.71657,2
-0.11585,0.20323,0.37697,2
0.35278,-0.47989,0.6241,2
0.046126,0.80021,0.35454,2
-0.88337,0.90227,0.17415,2
0.81586,0.23937,0.59929,2
-0.96587,0.45427,0.87073,1
-0.64246,0.12958,0.72799,1
0.798,-0.67627,0.087747,1
0.6797,0.77925,0.51709,1
-0.56006,0.62197,0.75727,1
0.051206,0.68038,0.63932,1
0.2028,0.94484,0.70181,1
0.93975,-0.89625,0.0018403,1
0.83143,0.64872,0.48983,1
-0.22046,-0.94355,0.3242,1
-0.27226,0.45265,0.6359,1
0.49699,-0.34406,0.33932,1
-0.36204,-0.37447,0.54528,1
0.53325,0.4109,0.5381,1
-0.44112,0.25713,0.6447,1
0.46067,0.29236,0.53295,1
-0.19962,0.26715,0.6647,1
-0.83862,-0.67793,0.53145,1
0.72788,0.87281,0.51498,1
-0.68247,-0.22754,0.60271,1
0.69266,0.034519,0.3607,1
0.22608,0.23663,0.54762,1
-0.99158,0.93295,0.98875,1
0.15975,-0.16394,0.36465,1
-0.13095,-0.38603,0.48767,1
0.8277,0.89001,0.56476,1
-0.26973,0.66345,0.72553,1
-0.51013,-0.86205,0.36399,1
0.84058,0.86969,0.49142,1
0.42946,0.62436,0.56704,1
-0.40227,-0.26321,0.49565,1
0.36214,0.53573,0.45246,2
-0.13876,0.17742,0.44679,2
0.66023,-0.88774,0.79435,2
0.38025,-0.95782,0.86249,2
0.37087,0.09036,0.4908,2
-0.85414,0.66907,0.1514,2
-0.59971,-0.22664,0.48777,2
-0.951,0.99812,0.070303,2
0.022363,-0.96932,0.70569,2
-0.2161,-0.64948,0.66802,2
0.8985,0.62222,0.46321,2
-0.832,0.63593,0.21028,2
-0.43372,-0.24766,0.50088,2
0.49005,-0.13497,0.6389,2
0.43606,0.34041,0.48504,2
0.97568,-0.28208,0.7346,2
-0.84141,-0.41782,0.43741,2
-0.4097,0.86294,0.15608,2
0.76411,0.99029,0.35373,2
-0.57345,-0.59838,0.57656,2
0.76101,-0.45427,0.77174,2
0.31535,0.42113,0.46074,2
0.083039,0.24086,0.41978,2
-0.91519,0.53899,0.15993,2
-0.049764,0.8033,0.29634,2
0.16387,-0.15127,0.5876,2
-0.24987,0.36443,0.31549,2
0.21417,0.28225,0.52656,2
0.01383,-0.99153,0.71123,2
-0.21318,0.43323,0.66007,1
0.80201,0.45092,0.41608,1
0.077555,-0.78979,0.34397,1
-0.77555,0.21411,0.75022,1
0.73385,0.24528,0.41219,1
-0.31308,-0.13663,0.57727,1
-0.33127,-0.77397,0.38029,1
-0.34354,-0.65513,0.38646,1
0.82155,0.097043,0.39315,1
-0.10372,-0.25867,0.48584,1
-0.25297,-0.24128,0.49999,1
0.84938,0.60147,0.48171,1
-0.82347,-0.76286,0.44247,1
-0.78289,0.78362,0.81932,1
-0.80858,0.16624,0.76248,1
-0.90162,0.73816,0.84565,1
-0.77878,0.43367,0.73747,1
0.41605,-0.55096,0.27976,1
0.88591,0.61317,0.5002,1
0.59417,-0.30098,0.24178,1
